Model Name,Type,Processor Brand,Processor Name,Processor Generation,RAM,RAM Type,Storage Type,Storage Capacity,Graphic Processor,Screen Size,Screen Resolution,Screen Type,Weight,Dimensions,USB Port,HDMI Port,Wireless LAN,Bluetooth,Battery Cell,Battery Backup,Web Camera,Backlit Keyboard,Warranty Summary,Laptop Name,Rating,Rating/Review Count,Final price,MRP,Discount,Product URL
FX577ZC-HN192WS,Gaming Laptop,Intel,Core i7,12th Gen,16 GB,DDR4,SSD,N/A,NVIDIA GeForce RTX 3050,39.62 cm (15.6 Inch),1920 X 1080 Pixel,"Full HD, 144Hz, 170, Value IPS-level, 250nits, Anti-glare display",2.20 Kg,354 x 251 x 24.9 mm,"1 x Thunderbolt 4 support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 2.0b,Wi-Fi 6(802.11ax) (Dual band) 2x2,v5.2,N/A,N/A,720P HD camera,N/A,1 Year Onsite Warranty,"ASUS Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FX577ZC-HN192WS Gaming Laptop  (15.6 Inch, Mecha Gray, 2.20 Kg, With MS Office)",3.2,(205),"76,990","1,04,000",25% off,https://www.flipkart.com/asus-intel-core-i7-12th-gen-12700h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-fx577zc-hn192ws-gaming-laptop/p/itm18565b89ac405?pid=COMGWCKG7Q2JEHDM&lid=LSTCOMGWCKG7Q2JEHDMRUMQRZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_793&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGWCKG7Q2JEHDM.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
TP E14 Gen 4,Thin and Light Laptop,Intel,Core i7,12th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated Iris Xe,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD IPS Anti-glare Display,1.59 Kg,324 x 220.7 x 18.9 mm,"1 x USB 2.0/1x USB 3.2 Gen 1 (Always On), 1 x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",N/A,"Wi-Fi 6 AX201, 802.11ax 2x2 Wi-Fi",v5.1,3 Cell,Upto 9.4 Hours,"HD 720p, with privacy shutter, fixed focus",N/A,1 Year Onsite Warranty,"Lenovo Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 4 Thin and Light Laptop  (14 Inch, Black, 1.59 Kg, With MS Office)",4.2,"(5,237)","1,40,400",N/A,N/A,https://www.flipkart.com/lenovo-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-tp-e14-4-thin-light-laptop/p/itm3d17489527341?pid=COMGQRD7NPGZZMVF&lid=LSTCOMGQRD7NPGZZMVFIJUM4Y&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_794&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGQRD7NPGZZMVF.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
Vivobook Go 15,Notebook,AMD,Ryzen 5,10th Gen,16 GB,DDR4,SSD,N/A,AMD Radeon AMD Radeon™ Graphics,39.62 cm (15.6 inch),1080 * 1920 pixel,N/A,N/A,N/A,N/A,N/A,N/A,yes,N/A,3 Hours Backup,N/A,N/A,1 Year Warranty,"ASUS AMD Ryzen 5 10th Gen 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ541WS Notebook  (15.6 inch, Silver, With MS Office)",3,4 Ratings & 1 Reviews,"40,980","70,990",42% off,https://www.flipkart.com/asus-amd-ryzen-5-10th-gen-7520u-16-gb-512-gb-ssd-windows-11-home-e1504fa-nj541ws-notebook/p/itmc5f8cb8e52c33?pid=COMGSZFPZYFYYSYE&lid=LSTCOMGSZFPZYFYYSYE3MFFWE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_795&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGSZFPZYFYYSYE.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
G15-5530,Gaming Laptop,Intel,Core i5,13th Gen,16 GB,DDR5,SSD,N/A,NVIDIA GeForce RTX 3050,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,2.65 Kg,357 X 274 X 269 mm,"1 x HDMI 2.1, (3) SuperSpeed USB 3.2 Gen 1 Type-A, 1 x USB-C 3.2 Gen 2 with Display Port Alt-Mode",1 x HDMI 2.1,N/A,Yes,"3 Cell, 56 Wh, integrated",up tp 4 Hours,N/A,Yes,1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support,"DELL G15-5530 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G15-5530 Gaming Laptop  (15.6 Inch, Dark Shadow Gray With Black Thermal Shelf, 2.65 Kg, With MS Office)",3.6,15 Ratings & 2 Reviews,"78,990","93,021",15% off,https://www.flipkart.com/dell-g15-5530-intel-core-i5-13th-gen-13450hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-gaming-laptop/p/itmd1b02da743465?pid=COMH8EPFG25GDHDC&lid=LSTCOMH8EPFG25GDHDCJE052J&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_796&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMH8EPFG25GDHDC.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
Hero Book Pro,Laptop,Intel,Celeron Dual Core,11th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated Intel UHD Graphics,35.81 cm (14.1 inch),1920 x 1080 pixel,Full HD,1.39 kg,31 x 23 x 2.1,"1 x USB 3.0, 1xUSB 2.0",1 X HDMI (Mini),WIFI6 (802.11a/b/g/n/ac),4.2,N/A,Up To 9 Hours,Yes,No,1 Year Onsite Warranty,"CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop  (14.1 inch, Grey, 1.39 kg)",3.7,"1,291 Ratings & 154 Reviews","16,990","34,990",51% off,https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_797&otracker=browse&fm=organic&iid=en_X6GpBERA-JUnPzVlXeSS0FCCHW9TgMcROTXamhZK7NIrND0QUsu7HrurmtWvVa2ItVuQogy4-iXNT9VosTxB6A%3D%3D&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
GemiBook X Pro,Laptop,Intel,Celeron Quad Core,12th Gen,8 GB,LPDDR5,SSD,N/A,Intel Integrated UHD Graphics,35.81 cm (14.1 inch),1920 x 1080 pixel,UHD,1.46 kg,323.4 x 219.9 x 19.9,1 x USB 3.0,N/A,N/A,5.2,N/A,Up To 6 Hours,2MP,No,1 Year Onsite Warranty,"CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop  (14.1 inch, Grey, 1.46 kg)",4.1,354 Ratings & 61 Reviews,"17,990","34,990",48% off,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-x-pro-laptop/p/itm95998eabab6f9?pid=COMGVBZBDZJXUZFC&lid=LSTCOMGVBZBDZJXUZFCFYZTJO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_798&otracker=browse&fm=organic&iid=en_X6GpBERA-JUnPzVlXeSS0FCCHW9TgMcROTXamhZK7NITqNy0bmihgG67TEp0-Oudki9UFkk91gFXLoGvh4e3ww%3D%3D&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
N/A,Thin and Light Laptop,Intel,Core i3,10th Gen,4 GB,DDR4,HDD,N/A,Intel Integrated UHD,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,1.51 kg,324 x 225.9 x 19.9 mm,N/A,1 x HDMI Port,Realtek RTL8821CE 802.11b/g/n/ac (1x1),v4.2,3 cell,N/A,HD Webcam,No,1 Year Onsite Warranty,"HP 14s Intel Core i3 10th Gen 1005G1 - (4 GB/1 TB HDD/Windows 10 Home) 14s-cf3006TU Thin and Light Laptop  (14 inch, Natural Silver, 1.51 kg, With MS Office)",3.8,"1,179 Ratings & 180 Reviews","30,949","43,296",28% off,https://www.flipkart.com/hp-14s-intel-core-i3-10th-gen-1005g1-4-gb-1-tb-hdd-windows-10-home-14s-cf3006tu-thin-light-laptop/p/itm41990d8b29ed1?pid=COMFSFNVGZ5F4SRP&lid=LSTCOMFSFNVGZ5F4SRPJBFNPI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_799&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMFSFNVGZ5F4SRP.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
A315-24P,Thin and Light Laptop,AMD,Ryzen 5 Quad Core,N/A,8 GB,LPDDR5,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 inch),1920 X 1080 Pixel,Full HD,1.78 Kg,362.9 x 237.5 x 18.9 mm,"1x USB Type-C port with DC-in, 2x USB 3.2 port",N/A,WIFI6+BT,v5.1,3 Cell,N/A,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,No,1 Year Onsite Warranty,"Acer Aspire 3 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Light Laptop  (15.6 inch, Silver, 1.78 Kg)",4.3,26 Ratings & 2 Reviews,"33,500","42,990",22% off,https://www.flipkart.com/acer-aspire-3-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-a315-24p-thin-light-laptop/p/itmf420b92cf4584?pid=COMGTGFG5KCAHVP4&lid=LSTCOMGTGFG5KCAHVP440OBT8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_800&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGTGFG5KCAHVP4.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
HeroBook Plus,Laptop,Intel,Celeron Dual Core,11th Gen,8 GB,DDR5,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,1.74 kg,358.2 x 241.9 x 19.8mm,"2 x USB 3.0, 1 x USB 2.0",1 x Type-A HDMI 1.4,WiFi6 802.11ax,v5.2,N/A,Upto 9 hours,2.0MP,No,1 Year Onsite Warranty,"CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop  (15.6 Inch, Grey, 1.74 kg)",3.7,"1,291 Ratings & 154 Reviews","18,990","39,990",52% off,https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-plus-laptop/p/itm9002f3d92e61f?pid=COMGYAM9KS83NEPS&lid=LSTCOMGYAM9KS83NEPSPOX0OT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_801&otracker=browse&fm=organic&iid=en_X6GpBERA-JUnPzVlXeSS0FCCHW9TgMcROTXamhZK7NIXJ7xAfs-rmaruH6GRFL9U2c9VnVbxFsOorU-Rtf-zpQ%3D%3D&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
FreeBook,2 in 1 Laptop,Intel,Core i3,12th Gen,12 GB,LPDDR4,SSD,N/A,Intel Integrated Intel UHD Graphics,34.29 cm (13.5 inch),2256x1504 pixel,2K UHD Retina,1.7 kg,N/A,3x USB Type C,No,WIFI6 (802.11ax1),5.2,N/A,Up To 8 Hours,Yes,Yes,1 Year Onsite Warranty,"CHUWI Intel Core i3 12th Gen Intel Core i3-1215U - (12 GB/512 GB SSD/Windows 11 Home) FreeBook 2 in 1 Laptop  (13.5 inch, Grey, 1.7 kg)",4,151 Ratings & 37 Reviews,"37,990","49,990",24% off,https://www.flipkart.com/chuwi-intel-core-i3-12th-gen-i3-1215u-12-gb-512-gb-ssd-windows-11-home-freebook-2-1-laptop/p/itmc5e3f409e7e39?pid=COMGQJZPSGFFF7V7&lid=LSTCOMGQJZPSGFFF7V7T2BU4F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_802&otracker=browse&fm=organic&iid=en_X6GpBERA-JUnPzVlXeSS0FCCHW9TgMcROTXamhZK7NJMY2HXaZd-plAR-Ooayyw7zOKEslUykRyvQK1wYzHg3A%3D%3D&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
15-eh3036AU,Thin and Light Laptop,AMD,Ryzen 5 Hexa Core,N/A,8 GB,DDR4,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, Anti Glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",1.75 Kg,360 x 234 x 17.9mm,"1x USB Type-C 10Gbps signaling rate, 2x USB Type-A 5Gbps signaling rate",1 x HDMI 2.1,Realtek Wi-Fi 6 (2x2),v5.3,3 Cell,N/A,HP Wide Vision 720p HD camera,Yes,1 Year Onsite Warranty,"HP Pavilion 15 (2024) AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh3036AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",4.3,"1,057 Ratings & 106 Reviews","43,990","58,841",25% off,https://www.flipkart.com/hp-pavilion-15-2024-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-15-eh3036au-thin-light-laptop/p/itmd03cc8dd8cb0e?pid=COMGYAM9HYBHHNJ3&lid=LSTCOMGYAM9HYBHHNJ3OQJHJD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_803&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGYAM9HYBHHNJ3.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
Pavilion x360 2-in-1,2 in 1 Laptop,Intel,Core i7,13th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated,35.56 cm (14 inch),1920 x 1080 pixel,N/A,N/A,N/A,N/A,N/A,N/A,yes,N/A,4 Hours,N/A,N/A,1 year Manufacturer,"HP Pavilion x360 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek1020TU 2 in 1 Laptop  (14 inch, Pink, With MS Office)",3.6,17 Ratings & 2 Reviews,"89,999","1,04,000",13% off,https://www.flipkart.com/hp-pavilion-x360-intel-core-i7-13th-gen-16-gb-512-gb-ssd-windows-11-home-14-ek1020tu-2-1-laptop/p/itm52734005494bf?pid=COMGPJ63MFHKYQRR&lid=LSTCOMGPJ63MFHKYQRROK7IVR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_804&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGPJ63MFHKYQRR.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
TMP214-53,Thin and Light Laptop,Intel,Core i7,11th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 X 1080 Pixel,Full HD,1.6 Kg,328 x 236 x 19.9 mm,"2 x USB 3.2 ports, 1 x USB 3.2 Gen 1 port with power-off, 1 x USB Type-C/ Thunderbolt 4 port",N/A,802.11a/b/g/n/acR2+ax wireless LAN,v5.1,3 Cell,N/A,HD webcam,Yes,1 Year Onsite Warranty,"Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) TMP214-53 Thin and Light Laptop  (14 inch, Black, 1.6 Kg)",3.8,264 Ratings & 41 Reviews,"39,990","79,990",50% off,https://www.flipkart.com/acer-travelmate-p2-intel-core-i7-11th-gen-1165g7-16-gb-512-gb-ssd-windows-11-home-tmp214-53-thin-light-laptop/p/itmbf3cfadd715a8?pid=COMGTAFM3SWNSDKU&lid=LSTCOMGTAFM3SWNSDKUHYQOMV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_805&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGTAFM3SWNSDKU.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
15s- eq1560AU,Thin and Light Laptop,AMD,Ryzen 3 Dual Core,N/A,8 GB,DDR4,SSD,N/A,AMD Radeon Radeon,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, micro-edge,anti-glare, (Brightness 220 nits, 141 ppi, Color Gamut 45% NTSC)",1.69 Kg,358 x 242 x 17.9 mm,"1x SuperSpeed USB Type-C 5Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,3,N/A,HP True Vision 720p HD camera,N/A,1 Year Onsite Warranty,"HP AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1560AU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 Kg)",4.3,"4,138 Ratings & 410 Reviews","46,052",N/A,N/A,https://www.flipkart.com/hp-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-15s-eq1560au-thin-light-laptop/p/itmc90bbc71e2d24?pid=COMGGFZHCHFBCHXX&lid=LSTCOMGGFZHCHFBCHXXX07GJZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_806&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGGFZHCHFBCHXX.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
IN-N15I,Thin and Light Laptop,Intel,Core i3,12th Gen,8 GB,LPDDR4,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD,1.65 Kg,357.4 x 233.8 x 19.9 mm,"2 x USB 3.2 Gen 1, 1 x USB Type C 3.2 Gen 1",1 x HDMI port,IEEE 802.11 ac,v5.0,N/A,Upto 6 hours,2 Megapixel,N/A,1 Year Onsite warranty,"Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) IN-N15I Thin and Light Laptop  (15.6 inch, Grey Brush, 1.65 Kg)",3.9,68 Ratings & 17 Reviews,"23,990","39,990",40% off,https://www.flipkart.com/thomson-neo-core-series-intel-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-in-n15i-thin-light-laptop/p/itm707312182fa98?pid=COMGXXF2YKRHDTTU&lid=LSTCOMGXXF2YKRHDTTUZ4S2OV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_807&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGXXF2YKRHDTTU.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
N/A,Thin and Light Laptop,Intel,Core i3,11th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD Micro-Edge Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",1.69 Kg,35.8 x 24.2 x 1.79,"1 x USB 3.1 Gen 1 Type-C (5 Gb/s Signaling Rate), 2 x USB 3.1 Gen 1 Type-A (5 Gb/s Signaling Rate)",1 HDMI (v1.4b),Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,3-cell,N/A,HP TrueVision HD Camera,N/A,1 Year Domestic Brand Warranty on Device,"HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) 15s-FQ2075TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 Kg, With MS Office)",4.3,"1,064 Ratings & 111 Reviews","51,000",N/A,N/A,https://www.flipkart.com/hp-15s-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-15s-fq2075tu-thin-light-laptop/p/itmdce6afa2e1b0d?pid=COMGYSSUJMGPVDHF&lid=LSTCOMGYSSUJMGPVDHFNVZQQQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_808&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGYSSUJMGPVDHF.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
TMP214-53,Notebook,Intel,Core i5,11th Gen,8 GB,DDR4,Hybrid,N/A,Intel Integrated Iris Xe,35.56 cm (14 inches),1920 x 1080 Pixels,IPS Display,1.68 kg,328 x 236 x 19.9,"3 x USB 3.1 Gen 1 Type A, 1 x USB 3.2 Gen 2 Type C (Thunderbolt 4)",HDMI 2.0,802.11 AX WiFi 6,v5.1,3 cell,8 hours,HD Webcam,N/A,1 Year Carry in Warranty,"Acer Travelmate Intel Core i5 11th Gen 1135G7 - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Notebook  (14 inches, Black, 1.68 kg)",4.1,47 Ratings & 9 Reviews,"41,990","60,000",30% off,https://www.flipkart.com/acer-travelmate-intel-core-i5-11th-gen-1135g7-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-p214-53-notebook/p/itma3f47c3d6ef5d?pid=COMG4PSMGNZ9PD9G&lid=LSTCOMG4PSMGNZ9PD9G0PRYCH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_809&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMG4PSMGNZ9PD9G.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
X1500EA-EJ311W,Thin and Light Laptop,Intel,Core i3,11th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45% NTSC color gamut, Anti-glare display",1.80 Kg,360.0 x 235.0 x 19.9 mm,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",N/A,Wi-Fi 5(802.11ac) (Dual band) 1*1,v5.1,N/A,N/A,VGA camera,No,1 Year Onsite Warranty,"ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)",4.2,"1,605 Ratings & 120 Reviews","32,800","44,990",27% off,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-x1500ea-ej311w-thin-light-laptop/p/itmee696f665be05?pid=COMGS7M36HZBHH5R&lid=LSTCOMGS7M36HZBHH5RIYAX42&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_810&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGS7M36HZBHH5R.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
14Q8X9,Thin and Light Laptop,Snapdragon,X Elite,N/A,32 GB,LPDDR5X,SSD,N/A,Qualcomm Adreno Adreno,36.83 cm (14.5 Inch),2944 x 1840 Pixel,"3K, OLED 1000nits (Peak) / 500nits (Typical), Glossy / Anti-fingerprint, 100% DCI-P3, 100% sRGB, 90Hz, Eyesafe, Dolby Vision, DisplayHDR True Black 600, Glass, Touch",1.28 Kg,325 x 225.15 x 12.9 mm,"3 x USB-C (USB4 40Gbps), with USB PD 3.1",N/A,"Wi-Fi 7, 802.11be 2x2",v5.4,N/A,N/A,Full HD 1080p (2.0MP) + IR with E-shutter,N/A,1 Year Onsite Warranty,"Lenovo Yoga Slim 7x Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 Home) 14Q8X9 Thin and Light Laptop  (14.5 Inch, Cosmic Blue, 1.28 Kg, With MS Office)",4.3,3 Ratings & 0 Reviews,"1,29,990","2,11,290",38% off,https://www.flipkart.com/lenovo-yoga-slim-7x-snapdragon-x-elite-32-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm40b32c61775a9?pid=COMH383DSGGNTHH6&lid=LSTCOMH383DSGGNTHH6CKN3XA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_811&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMH383DSGGNTHH6.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
15IHU6,Gaming Laptop,Intel,Core i5,11th Gen,8 GB,DDR4,SSD,N/A,NVIDIA GeForce RTX 3050,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",2.25 kg,359.6 x 251.9 x 24.2 mm,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1x HDMI 2.0 port,"Wi-Fi 6 11ax, 2x2",v5.0,N/A,Upto 8 Hours,720p with Camera Shutter,Yes,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) IdeaPad Gaming 3 15IHU6D2 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)",4.3,454 Ratings & 47 Reviews,"93,690",N/A,N/A,https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-11300h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itmc4612af4ab758?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_34_812&otracker=browse&fm=organic&iid=5a2ee4ca-5e40-4fd5-9229-4efb490bbe16.COMGBNFUHREA8EJN.SEARCH&ppt=sp&ppn=sp&ssid=s4phizgbdc0000001741525295949
